"name","cas","dcb","code","pharmacy"
batoque aplicador cilios fagro,,,"7481",a
"batoque bolha 21,8mm anova",,,"6529",a
batoque bolha r 18 mm,,,"34092",a
"batoque bolha r 24  16,5 mm",,,"40471",a
batoque bolha r 28 mm,,,"6522",a
batoque bolha vd 60ml/100ml,,,"10923",c
batoque conta gota inc. r18,,,"6544",a
batoque falconete 5ml vd,,,"10916",c
batoque gotejador tipo minoxid,,,"2238",a
batoque para globulos,,,"10917",c
batoque para globulos 18mm,,,"8428",b
batoque r18mm c/furo,,,"4199",c
batoque r24mm c/furo,,,"4198",c
bauhinia floral (aus),,,"7214",b
bauhinia fortificata tm,,,"11890",b
bcaa,,,"3216",b
bean block,,,"12034",b
beanblock sob enc,"85085229",,"11883",a
beautifeye,,,"9136",b
beautifeye,,,"8947",c
beautifeye acabou,,,"8386",a
bee pollen acabou,,,"10719",a
beech *,,,"4006",c
beech fl - bach,,,"22100",a
beech floral (bach),,,"56900",b
beet root,,,"11121",b
begonia floral (sg),,,"4347",b
beladona,,,"51044",b
belides,,,"37055",a
belides clr,,,"2638",b
belladonna homeo,,,"7846",b
belladonna tm,,,"5997",b
bellis perenis homeo,,,"6691",b
belsil dm 0.65,,,"14728",b
belsil ow 2100,,,"14730",b
benazepril mp,,"01088","8151",a
benegut,,,"11126",b
benfit (via farma),,,"14848",b
benfotiamina,"22457892","01107","7058",c
benfotiamina,"22457892","01107","37872",a
benjoin tm,,,"13676",b
bentiamina,,,"2810",b
bentonita,,,"51202",b
benzoato de sodio,,,"5387",c
benzoato sodio,,,"51366",b
benzoato sodio 1/100,,,"12395",b
benzoato sodio 11/08/21,"532321","01157","51366",a
benzobromarona,,,"59924",b
benzobromarona,,,"5468",c
benzobromarona,"3562843","01130","59924",a
benzocaina,"94097","01159","6365",c
benzocaina,,,"13011",b
berberies vulgaris tm,,,"13414",b
berberina ext seco 97%,,,"12734",b
berberina hcl,"633658",,"10820",a
berberis aquifolium homeo,,,"8435",b
berberis vulgaris ext seco,,,"4039",c
berberis vulgaris ho,,,"4420",c
berberis vulgaris homeo,,,"5998",b
bergavit,,,"12101",c
bergavit,,,"12289",b
berinjela ext seco acabou,,,"3747",a
berinjela extrato seco **,,,"6834",c
beryllium metallicum (homeo),,,"13293",b
besilato anlodipina puro 01/08,"111470996","00805","4384",a
beta alanina,,,"6111",a
beta alanina,,,"6604",c
beta escina sob enc,"11072938","01233","52681",a
beta glucana 70%,,,"8971",c
beta-alanina,,,"9175",b
betacan,,,"8021",a
betacaroteno 10%,,"01191","6665",c
betaina base anidra,,,"51305",b
betaina cloridrato,,,"6371",c
betaina hcl,"590465","01202","8335",a
betaina hcl,,,"11077",b
betaistina compr,,,"10220",a
betaistina dicloridrato,,,"5435",c
betametasona diluida 1/100,,,"3985",b
betametasona pura,,,"51445",b
betametasona uso ext 1:100,,,"4901",a
betametasona val. puro,"2152445","01219","51445",a
"betametasona valerato feq 1,21",,"01219","7067",c
betamune,,,"11250",c
betamune,,,"11195",b
betanecol,,,"11572",b
betavera,,,"76557",b
beterraba ext seco,,,"4425",c
betula alba tm,,,"7815",b
bexiga ho,,,"11148",c
bexiga homeo,,,"7438",b
bezafibrato,,,"41233",b
bezafibrato,"41859670","01240","71031",a
bezafibrato **,,"01240","4057",c
bfgf,,,"8237",b
bht,,,"5399",c
bht 1:10 em alcool,,,"2806",a
bht 31/08/21,"128370","01627","14217",a
bicalutamida,,,"15394",b
bicarbonato de sodi0,,"01249","4048",c
bicarbonato potassio,,,"51378",b
bicarbonato sodio (pc) policia,"144558","01249","51081",a
bicarbonato sodio p.a,,,"51081",b
bico conta gotas,,,"9408",c
bifid bacterium adolescentis,,,"4049",c
bifido skinbiotics,,,"14388",b
bifidobacterium adolecentis,,,"11166",b
bifidobacterium bifidu,,,"76983",b
bifidobacterium breve geladeir,,,"10956",a
bifidobacterium breves,,,"9776",b
bifidum bacterium breve,,,"6585",c
bifidum bacterium infantis,,,"5415",c
bifidum lactis,,,"11027",b
bifidumbacterium infantis,,,"9947",b
bilberry extract,,,"91455",b
bilear,,,"11495",b
bili dessecada homeo,,,"7351",b
billy goat plum floral (aus),,,"7215",b
bimatoprost (phd),,,"13314",b
binasga 110g,,,"8423",b
bio aceto balsamico,,,"14559",b
bio arct,,,"5351",c
bio arct aqia,,,"37155",a
bio blanc,,,"12667",a
bio calcium,,,"9228",c
bio calcium(consultar),,,"9652",b
bio detox,,,"8164",b
bio mamps acidophilus,,,"12018",b
bio mamps bifid lactis,,,"12019",b
bio mamps bifidobact lactis,,,"4092",c
bio mamps casei,,,"12017",b
bio mamps gasseri,,,"12016",b
bio mamps helveticus,,,"12015",b
bio mamps lactob acidophilus,,,"4095",c
bio mamps lactob casei,,,"4114",c
bio mamps lactob helveticus,,,"4974",c
bio mamps lactob rhamnosus,,,"4143",c
bio mamps lctob gasseri,,,"4141",c
bio mamps rhamnosus,,,"12013",b
bio mamps strept termofilus,,,"4142",c
bio mamps.s.thermophilus lemma,,,"11974",b
bio restore(biotec),,,"9348",b
bioarct,,,"3147",b
bioblanc,,,"9436",b
bioecolia,,,"15537",b
bioecolia,,,"11618",c
bioelixir purcelin,,,"12604",b
bioex anti oleosidade,,,"2833",b
bioex anti-lipemico,,,"4294",b
bioex capilar,,,"6655",c
bioex capilar,,,"10327",b
bioex capilar,,,"10327",a
bioex clorofila,,,"11723",c
bioferrin,,,"12065",b
biofiber,,,"11979",b
bioflavonoides,,,"8904",b
bioflavonoides complex,,,"8904",a
biointestil,,,"12101",a
biointestil,,,"5470",c
biointestil - gingero9l/gerani,,,"11875",b
biolumita acabou,,,"13226",a
biolumita(confirmar antes),,,"12396",b
biomineralgold acabou,,,"13003",a
bioperine,"94622",,"61672",a
bioperine,,,"8025",b
bioperola ac hialuronico,,,"10906",c
bioperola de caviar,,,"4726",c
bioperola de resveratrol,,,"4946",c
bioperola franc la vie es bele,,,"9485",b
bioperola francesa jadore,,,"11688",c
bioperola francesa lavanda,,,"11685",c
bioperola francesa lavie belle,,,"11692",c
bioperola francesa miss dior,,,"11690",c
bioperola francesa the vert,,,"11689",c
bioperola sob enc,,,"12787",a
bioperolas de retinol,,,"8492",c
bioperolas de vitamina c,,,"8395",c
bioperolas fr allure sport,,,"14644",b
bioperolas franc miss dior,,,"14645",b
bioperolas francesas j´adore,,,"9483",b
bioperolas francesas lavanda,,,"9484",b
bioperolas francesas the vert,,,"9488",b
biorusol,,,"39366",b
biorusol acabou,,,"1364",a
biosalix extract,,,"5644",b
biosil,,,"4426",c
biosil,,,"11453",a
biosil,,,"13987",b
bioskinup contour,,,"2910",b
bioskinup contour,,,"8418",c
biotina,,"01279","5594",c
biotina 1:10 diluida,,,"4003",a
biotina dil 1/10,,,"3784",b
biotina pura,"58855","01279","38015",a
biotina pura,,,"38015",b
biowhite,,,"6972",c
biowhite,,,"1239",a
biowhtie,,,"42523",b
biperideno hcl mp,"1235821","01283","59948",a
bipinatus floral (mg),,,"6765",b
bisabolol,,,"10601",b
bisacodil,,,"6377",c
bisacodil (consultar antes),,,"41312",b
bisacodil sob enc,"603509","01287","41312",a
biscovet - base p/ bisc acabou,,,"11492",a
biscovet sabor carne,,,"11175",c
bismuthum homeo,,,"7953",b
bisnaga 110g branca,,,"5562",c
bisnaga 150g branca,,,"4847",c
bisnaga 15g branca,,,"5427",c
bisnaga 200g branca,,,"5582",c
bisnaga 250g branca,,,"9863",c
bisnaga 30g branca,,,"5559",c
bisnaga 30grs bl,,,"63010",b
bisnaga 60g branca,,,"5574",c
bisnaga aluminio 120 g,,,"24481",a
bisnaga aluminio 120g,,,"9537",b
bisnaga aluminio 50g,,,"1144",b
bisnaga branca 300g apotek,,,"10260",c
bisnaga cosm.15grs,,,"67428",b
bisnaga de aluminio 120g,,,"8028",c
bisnaga de aluminio 15g,,,"8030",c
bisnaga de aluminio 30g,,,"5611",c
bisnaga de aluminio 60g,,,"8029",c
bisnaga farmaceutica 60g,,,"10302",b
bisnaga leitosa 100grs,,,"68597",b
bisnaga leitosa 10g,,,"8972",b
bisnaga leitosa 110g,,,"14219",b
bisnaga leitosa 120g,,,"12140",b
bisnaga leitosa 150g,,,"69449",b
bisnaga leitosa 200g,,,"51457",b
bisnaga leitosa 20g,,,"10084",b
bisnaga leitosa 30g,,,"8609",b
bisnaga leitosa 60g,,,"69980",b
bisnaga mini espatula 12ml,,,"8349",a
bisnaga plastica  15 ml,,,"8350",a
bisnaga plastica  30 g,,,"62757",a
bisnaga plastica  60 g,,,"2861",a
bisnaga plastica 250 g,,,"5225",a
bisnaga prata 15ml,,,"14506",b
bisnaga prata 30ml,,,"14507",b
bisnaga prata 60ml,,,"14508",b
bisnaga rosa 15ml,,,"14509",b
bisnaga rosa 30ml,,,"14510",b
bisnaga rosa 60ml,,,"14511",b
bisnaga tube pump 30ml,,,"14504",b
bisnaga tube pump 60ml,,,"14505",b
bisnaga vepakum dourada 120ml,,,"14949",b
bisnaga vepakum dourada 30ml,,,"14947",b
bisnaga vepakum dourada 60ml,,,"14948",b
bissulfito sodio,,,"51160",b
bitartarato colina,,,"51135",b
bitartarato colina,"87672","02579","51135",a
bitter mellon,,,"5641",b
bitter mellon acabou,,,"11321",a
bitter melon,,,"5221",c
black chosh fl.(cal),,,"7822",b
black cohosh,,,"77173",b
black cohosh floral (cal),,,"7252",b
black eyed susan floral (aus),,,"7216",b
black nocaute,,,"12613",b
black-eyed susan floral (cal),,,"6921",b
blackberry floral (cal),,,"22299",b
blatta orientalis ho,,,"4421",c
blatta orientalis homeo,,,"5999",b
bleeding heart,,,"5778",c
bleeding heart floral (cal),,,"3617",b
blister 12,,,"71808",b
blister 15,,,"68445",b
blister choco e goma 10gr,,,"8523",c
blister choco e goma 5gr,,,"8522",c
blister cristal,,,"14940",b
blister orotab 750mg,,,"8534",c
"blister subl 200,150mg",,,"8537",c
blister subl 75mg,,,"8541",c
blomia tropicalis  homeo,,,"9329",b
blomia tropicalis ho,,,"11763",c
blomia tropicalis homeo,,,"9178",b
blue bell floral (aus),,,"7219",b
boa deusa floral (sg),,,"3032",b
boa sorte floral (sg),,,"3095",b
boab floral (aus),,,"7220",b
body balance,,,"11455",a
body balance,,,"11513",b
body balance 15gr,,,"12123",c
body balance 20g,,,"12122",c
bodybalance,"92113310",,"6609",c
boldo,,,"51354",b
boldo (pneumus boldus) tm,,,"10506",b
boldo ext seco,,,"41197",a
boldo extrato seco *,,,"4031",c
bom dia floral (sg),,,"4697",b
bom sono (sg),,,"9998",b
booster de ac hialuronico,,,"15432",b
borage floral (cal),,,"6924",b
borage homeo,,,"8322",b
borago officinalis tm,,,"13097",b
borax,,,"51159",b
borax ho,,,"4659",c
borax homeo,,,"6000",b
borax p.a. anidro,,,"3300",a
boro quelado,,,"25460",a
boro quelado  5%,,,"25460",b
boro quelato 5%,,,"6712",c
boronia floral (aus),,,"7221",b
borragine floral (mg),,,"6766",b
boswe akba,,,"11525",b
boswelim,,,"66357",b
boswellia serrata 60%,,,"6658",c
boswellin,,,"1596",a
bota de una,,,"82156",b
bottlebush floral (aus),,,"7222",b
botulinum homeo,,,"7381",b
bougainville floral mg,,,"9790",b
bovista gigantea homeo,,,"8041",b
bowdichia major tm,,,"13392",b
bowell,,,"11912",b
bowell,,,"6610",c
bowell pellets acabou,,,"12190",a
branca ursina homeo,,,"8876",b
brocolis extrato seco,,,"13086",b
bromazepam,"1812302","01366","4186",c
bromazepam,"1812302","01366","58040",b
bromazepam,"1812302","01366","58040",a
bromazepam dil 1/10,,,"3965",b
bromelia sativa tm,,,"10411",b
bromelina,"9001007","01368","6992",c
bromelina,,,"54781",b
bromelina 07/07/21,"9001007","01368","54781",a
brometo de propantelina,,"01438","6359",c
brometo de propantelina,,,"3883",b
brometo potassio homeo,,,"13748",b
brometo potassio veterinario,"7758023","01435","51410",a
bromium homeo,,,"7516",b
bromocriptina dil 1/10,,,"3966",b
bromoprida,,,"6776",c
bromopride,,,"51342",b
bromopride,"4093350","01471","51342",a
bronquios homeo,,,"7436",b
broto embauba (gaia),,,"14568",b
bryonia alba ho,,,"5188",c
bryonia alba homeo,,,"6001",b
bryonia alba tm,,,"9324",b
bryophyllum homeo,,,"9946",b
bucha conta gotas 60 a250ml,,,"8827",b
bucha fr conta gotas 10 a 100m,,,"14213",b
bucha fr conta gotas 10 a 30ml,,,"9173",b
bucha fr conta gotas 60 a 200m,,,"14216",b
buclisina,,,"5989",c
buclisina,,,"51226",b
buclisina hcl,"129748","01504","51226",a
budesonida,"51333223","01512","21917",a
budesonida dil 1/100 uso inter,,,"8183",b
budesonide,,,"1985",b
bufo rana homeo,,,"7499",b
bulbine,,,"8875",b
bulbine natalensis,,,"4203",c
bulbo,,,"62672",a
bulbo branco,,,"4906",c
bulbo branco,,,"8427",b
bulbo preto,,,"11601",b
bulbo preto,,,"9400",c
bumetamida,,,"5981",c
bumetamida dil 1/100,,,"3968",b
bumetanida mp acabou,"28395031","01536","51196",a
bupropiona,"31677937","01558","93427",b
bupropiona cloridrato,"59184780","01557","5391",c
bupropiona hcl,"31677937","01558","32563",a
buque 9 flores floral minas],,,"11830",c
buque de 5 flores floral (mg),,,"6769",b
buque de 9 flores,,,"5338",c
buque de 9 flores floral (mg),,,"6770",b
bush fuchsia floral (aus),,,"7223",b
bush gardenia floral (aus),,,"7224",b
bush iris floral (aus),,,"7227",b
buspirona,"33386082","01565","66837",b
buspirona cloridrato,"36505847","01565","6697",c
buspirona hcl,"33386082","01565","66837",a
butterbur florien acabou,,,"12891",a
buttercup,,,"23103",b
buttercup,,,"5670",c
buttercup floral (cal),,,"6925",b
cacau em po,,,"6997",c
cacau organico,,,"2874",b
cactin,,,"5909",b
cactinea (galena),,,"10680",a
cactix,,,"12996",b
cactus grandiflorus ho,,,"11521",c
cactus grandiflorus homeo,,,"7334",b
cactus grandiflorus tm,,,"9768",b
cadmium metallicum homeo,,,"8441",b
cadmium sulphuricum homeo,,,"8443",b
cafe soluvel,,,"11041",c
cafe verde ext seco,,,"5778",b
cafeina,,,"51469",b
cafeina anidra,,"01642","6564",c
cafeina anidra (pc-pf) policia,"58082","01642","51469",a
cafeisilane c,,,"68408",b
cafeisilane c,,,"6909",c
cafeisilane c 08/08/21,,,"33212",a
cafeisome,,,"12279",b
caixa 24x15x10,,,"11007",c
"caixa de isopor 1,5 l  1.000 g",,,"9719",a
caixa de isopor 250 ml,,,"37895",a
caixa de isopor 3 l,,,"11854",a
caixa de isopor 500 g,,,"9718",a
caixa de sedex n1,,,"9822",c
caixa p/cha peq,,,"42365",b
caixa papelao 15x11x12,,,"11191",c
caixa papelao 16x11x10,,,"11788",c
caixa papelao 16x11x6,,,"10922",c
caixa papelao 19x12x12,,,"11454",c
caixa papelao 24x15x10,,,"11789",c
caixa papelao 29x19x20,,,"11622",c
caixa papelao 30x30x30,,,"11016",c
caixa para sache grande,,,"4391",c
caixa para sache pequena,,,"4374",c
caixa strip oral,,,"14950",b
caixa t- box sache,,,"10607",c
caixas,,,"42470",b
caju floral gaia,,,"14782",b
calcarea acetica homeo,,,"7386",b
calcarea carbonica ho,,,"4422",c
calcarea carbonica homeo,,,"6003",b
calcarea carbonica p. ho,,,"7607",b
calcarea fluorica ho,,,"4071",c
calcarea fluorica homeo,,,"3336",b
calcarea muriatica homeo,,,"8323",b
calcarea ostrearum homeo,,,"7795",b
calcarea phosphorica ho,,,"4427",c
calcarea phosphorica homeo,,,"3008",b
calcarea phosphorica homeo,,,"9782",b
calcarea silicata homeo,,,"7394",b
calcarea sulphurica ho,,,"4428",c
calcarea sulphurica homeo,,,"7623",b
calcio 20% cmg,,,"12492",b
calcio citrato malato,"142606539",,"12351",a
calcio d glucarato,,,"11735",b
calcio ostra,,,"7274",b
calcio ostra acabou,,,"7274",a
calcio quelado,"56960179","09363","4327",a
calcio quelado,,,"4431",b
calcio quelato 20%,,,"5947",c
calcio taste free 13% albion,,,"64944",b
calculi renalis ho,,,"11159",c
calculo biliar homeo,,,"7439",b
calculo renal homeo,,,"7440",b
calda de cacau,,,"11406",b
calendula,,,"23115",b
calendula floral (cal),,,"6927",b
calendula officinalis ho,,,"4660",c
calendula officinalis homeo,,,"65705",b
calendula officinalis homeo,,,"6669",b
calendula officinalis tm-(uso),,,"3647",b
calendula silvestre floral-mg,,,"6772",b
calendula tintura,,,"5735",c
california pitcher plant (cal),,,"6928",b
california poppy floral (cal),,,"3764",b
california valerian floral,,,"14477",b
california wild rose fl. (cal),,,"6929",b
calla lily floral (cal),,,"6926",b
calmaline,,,"3856",b
calmim floral (mg),,,"6773",b
camelia sinensis tm,,,"11189",b
camelli floral (mg),,,"6775",b
camomila ext seco,,"10238","6861",c
camomila ext seco,,,"1169",b
camomila homeo,,,"4524",b
camomila po,,,"47995",a
camomila tintura,,,"9279",c
camphora homeo,,,"8042",b
candida albicans homeo,,,"7885",b
candidinum homeo,,,"10147",b
canela de velho ext seco,,,"6556",c
canela de velho tm,,,"14748",b
canela ext seco acabou,,,"402",a
canela floral (sg),,,"6985",b
canela po,,,"7042",c
canela velho(florien),,,"12599",b
caneta massageadora,,,"14706",b
caneta roll spa tech,,,"10689",b
caneta rollon spa tech,,,"11947",c
canfora,"76222","01677","51482",a
canfora,,,"51482",b
canfora,,"01677","6890",c
cantharis vesicatoria ho,,,"4429",c
cantharis vesicatoria homeo,,,"6670",b
canula 72mm curva 20ml,,,"9402",c
canula 78mm,,,"10035",c
canula 80mm curva 30ml,,,"9403",c
canula 82 mm,,,"10943",c
canula de vidro 72mm,,,"8608",b
canula de vidro 78mm,,,"9163",b
canula de vidro 82mm,,,"69711",b
canula de vidro 95mm,,,"9719",b
canula grande 95mm,,,"9148",c
canula media 75mm,,,"5742",c
canula mini 57 mm,,,"5633",c
canula pequena 72mm,,,"9146",c
canula vidro 60 mm p/ 10ml r18,,,"62877",a
canula vidro 75 mm p/ 30ml r18,,,"1114",a
canula vidro 95 mm p/100ml r24,,,"62673",a
canula vidro dosadora 80mm,,,"14512",b
canyon dudleya floral (cal),,,"7818",b
cap  0 tapioca,,,"12194",a
cap  1  tapioca,,,"13335",a
cap  2  tapioca,,,"13336",a
cap  3  tapioca,,,"13337",a
cap  4  tapioca,,,"13339",a
cap amilaceas  1,,,"11370",b
cap clorofila 0,,,"10546",c
cap clorofila 00,,,"10547",c
cap de tapioca 1,,,"9931",c
cap de tapioca 2,,,"12058",c
cap de tapioca 3,,,"9933",c
cap de tapioca o,,,"8438",c
cap de tapioca oo,,,"8440",c
cap enterica   00  branca,,,"4843",a
cap enterica   00 incolor,,,"61126",a
cap enterica  0  branca,,,"61131",a
cap enterica  2  branca pronta,,,"3365",a
cap enterica  3  branca pronta,,,"61203",a
cap enterica  4  branca pronta,,,"4779",a
cap gastro 0 branca,,,"11575",c
cap gastro 0 incolor,,,"6285",c
cap gastro 00 branca,,,"11080",c
cap gastro 00 incolor,,,"6288",c
cap gastro 1 branca/branca,,,"10146",c
cap gastro 1 incolor,,,"10056",c
cap gastro 2 branca,,,"4066",c
cap gastro 2 incolor,,,"12037",c
cap gastro 3 branca,,,"4077",c
cap gastro 3 incolor,,,"10925",c
cap gel 00 cinza/verm,,,"14903",b
cap gel 00 rosa/rosa perolada,,,"9698",c
cap gel 1 esc/br,,,"14776",b
cap gel 4 az cl/ az es,,,"14194",b
cap gel 4 branca/branca,,,"5592",b
cap gel 4 rosa/br,,,"14715",b
cap gel clorof 00 vd claro,,,"11106",b
cap gel clorof 00 verde escuro,,,"8995",b
cap gel clorofila 0 verde,,,"5643",b
cap gel clorofila 0 verde tran,,,"9610",b
cap gel clorofila 1,,,"10497",b
cap gelat 0 azul bebe,,,"11631",c
cap gelat 0 azul esc/azul clar,,,"10604",c
cap gelat 0 azul/ branca,,,"4398",b
cap gelat 0 azul/branca,,,"5596",c
cap gelat 0 branca,,,"4394",b
cap gelat 0 branca/branca,,,"8527",c
cap gelat 0 escarlate/branco,,,"4893",c
cap gelat 0 incolor,,,"5553",b
cap gelat 0 incolor,,,"3962",c
cap gelat 0 laranja/branca,,,"8039",c
cap gelat 0 laranja/laranja,,,"10145",c
cap gelat 0 vde esc/vde clar,,,"10605",c
cap gelat 0 verde claro/escuro,,,"8304",b
cap gelat 0 verde/ branco,,,"4389",b
cap gelat 0 verde/branca,,,"5591",c
cap gelat 0 vermelha/branca,,,"11852",c
cap gelat 0 vinho/branca,,,"4399",b
cap gelat 0 vinho/cinza,,,"12109",c
cap gelat 0-azul/branca,,,"3506",a
cap gelat 0-branca/branca,,,"37883",a
cap gelat 0-escarlate/branca,,,"38707",a
cap gelat 0-verde/branca,,,"3604",a
cap gelat 00 azul / branca,,,"4402",b
cap gelat 00 azul cl/azul esc,,,"11709",c
cap gelat 00 azul/branca,,,"10995",c
cap gelat 00 bca/bca,,,"5568",b
cap gelat 00 branca/branca,,,"8526",c
cap gelat 00 cinza/lilas,,,"12057",c
cap gelat 00 esc/branca,,,"9820",c
cap gelat 00 incolor,,,"5388",c
cap gelat 00 incolor,,,"5600",b
cap gelat 00 laranja/branca,,,"8038",c
cap gelat 00 lilas/lilas,,,"12062",c
cap gelat 00 vd es/br,,,"10019",c
cap gelat 00 verde / branco,,,"4396",b
cap gelat 00 verde/verde,,,"4401",b
cap gelat 00 verm/branca,,,"4024",c
cap gelat 00 vinho/branca,,,"8753",b
cap gelat 00-azul/branco,,,"5775",a
